Source,Speaker,Mic,SignalType,Band,EDT,RT20,RT30,RT60,C50,C80,D50,D80
omnipower,1,5,Sine,800,3.23354678484685,0.909871716176013,0.811808309448747,0.811808309448747,-7.12183934685532,-5.3696478661665,16.2483553802726,22.5061998818454
omnipower,1,5,Sine,1000,3.03239954451633,0.592838286286513,0.749844817114495,0.749844817114495,-9.99802160643987,-7.36372128210619,9.09467460209774,15.5046112090373
omnipower,1,5,Sine,1250,0.422752340858674,5.85737503348168,5.26872655632782,5.26872655632782,6.79641679765099,9.60747442536155,82.706003864064,90.1339981343672
omnipower,1,5,Sine,1600,0.625220684639169,8.67481433958005,7.17965270928459,7.17965270928459,4.01251568733158,10.0273385991857,71.5839321048807,90.960981448598
omnipower,1,5,Sine,2000,1.18210885303063,0.409576586305629,7.19042452527553,7.19042452527553,-4.37733381074569,-1.25355223356284,26.7387429012892,42.8336588469214
omnipower,1,5,Sine,2500,0.831302198778823,13.5783401330931,11.5525430050221,11.5525430050221,4.52012894646312,6.43222763072019,73.900398089263,81.4734920195407
omnipower,1,5,Sine,3150,2.89619089981599,0.579472433132677,12.6795766424137,12.6795766424137,-9.22684825001406,-6.8560529019186,10.673250574595,17.0984701594245
omnipower,1,5,Sine,4000,0.577746720523071,19.9547758264793,17.6414490031612,17.6414490031612,4.73176693508766,7.87163071720542,74.8293132026283,85.9664951460295
omnipower,1,5,Sine,5000,18.3616983256434,21.0821921470784,19.4295036402966,19.4295036402966,4.02643937700112,5.79514913304024,71.6491022608498,79.1564611296066
omnipower,1,5,Sine,6300,39.8729215018011,23.6212834103105,21.9923912470978,21.9923912470978,2.66697585010536,5.16650271019042,64.8874105710312,76.6675100360655
omnipower,1,5,Sine,8000,0.118392156027915,0.0300668846293883,0.0289412772511737,0.0289412772511737,181.037408410186,181.037408410186,100,100
omnipower,1,5,Sine,10000,3.41802883278824,1.09371333477323,0.990148881616931,0.990148881616931,-8.4679143916257,-6.59021813213279,12.4574148696002,17.9836765903506
omnipower,1,5,Sine,12500,6.65459918928719,2.55806384281435,2.36432153689853,2.36432153689853,-12.4939239593126,-10.2792459600357,5.3310779891326,8.57330771436757
omnipower,1,5,Sine,16000,5.10982649045974,0.972896827780532,0.778777014628578,0.778777014628578,-11.8075435984971,-9.73679322874952,6.1873815515261,9.60435461634225
omnipower,1,5,Sine,20000,1.76653466205942,1.0385693863881,1.09562639580724,1.09562639580724,-5.20259530569531,-1.33060739183186,23.1841554131539,42.3997687434341
omnipower,1,5,WhiteNoise,125,6.59535089228741,2.28635116781779,1.99044638497344,1.99044638497344,-1.60950081583969,-1.43680279030323,40.8395744292081,41.8037208692513
omnipower,1,5,WhiteNoise,250,6.5016929687807,1.86148526799975,1.47970730379347,1.47970730379347,-11.4181207503987,-9.83997776439527,6.72876920907038,9.40005035081528
omnipower,1,5,WhiteNoise,500,6.29484506223915,1.7150860376866,1.52785492717071,1.52785492717071,-10.2842508135998,-9.23313618351769,8.56427909903347,10.6594545304488
omnipower,1,5,WhiteNoise,1000,6.16962896167638,1.64473765997366,1.53876274882473,1.53876274882473,-11.7249090910764,-10.4224016512456,6.29875141417239,8.31843896081806
omnipower,1,5,WhiteNoise,2000,6.51071618116887,1.63500773383286,1.48837083035141,1.48837083035141,-13.2508903369072,-10.6779360364012,4.51687021869206,7.88057012295245
