Method,Speaker,Microphone,Frequency in Hz,EDT in s,RT10 in s,RT20 in s,RT30 in s,RT60 in s,C50 in dB,C80 in dB,D50,D80
Sweep,1,1,50,NaN,NaN,NaN,NaN,NaN,3.50381370625304,4.66920242952855,0.691423540883465,0.745570059483103
Sweep,1,1,63,0.181500240848158,0.188909834822967,NaN,NaN,NaN,-0.982273650629636,2.56593050062912,0.443695604494261,0.6435549515579
Sweep,1,1,80,NaN,NaN,0.332207145113783,0.569130898405932,1.13826179681186,-1.33653534506341,1.40079526302664,0.423664366144787,0.579944369716967
Sweep,1,1,100,NaN,NaN,0.325371316716148,0.544477037329339,1.08895407465868,-0.00665260005741127,5.3110300173784,0.499617045631836,0.772575224357762
Sweep,1,1,125,0.183873966928752,NaN,0.259737078760792,0.391566875545789,0.783133751091578,1.50623225610297,3.50846109418287,0.585846903283412,0.69165180759024
Sweep,1,1,160,NaN,NaN,0.179024841778592,NaN,0.537074525335777,1.52534818970737,8.30567682058963,0.586914461283674,0.871294452379879
Sweep,1,1,200,NaN,NaN,0.155391683802387,0.247638417090151,0.495276834180303,2.4469818663625,4.98845084460406,0.637247745085854,0.759261186891464
Sweep,1,1,250,0.0737481519136421,NaN,0.155163837167147,0.275994365172545,0.551988730345091,7.19068973850437,9.60991960154985,0.839662290417335,0.901390037504868
Sweep,1,1,315,0.106383704441545,NaN,0.162304902204117,0.21007800903546,0.420156018070921,4.41085862122081,8.08837508673069,0.734122011803059,0.86557844253787
Sweep,1,1,400,NaN,0.0571038225191666,NaN,0.203033322524523,0.406066645049046,3.6598509261263,10.5367472803415,0.699036048750651,0.918801678481727
Sweep,1,1,500,0.0502253938664781,NaN,0.159122545340113,0.230610059838266,0.461220119676532,10.4710179536703,12.3797994203986,0.917665368353917,0.945347320948943
Sweep,1,1,630,0.0564470076095222,NaN,0.10891064263162,0.179796725903624,0.359593451807247,8.93262456352588,15.8859660698631,0.886634207914301,0.974861107693939
Sweep,1,1,800,NaN,NaN,0.125191388497765,0.178891552114305,0.357783104228611,9.30721600023941,11.8666530318563,0.895019010922435,0.938911514014914
Sweep,1,1,1000,NaN,0.0637042838163361,0.120934623389247,0.174553787305088,0.349107574610177,11.8048764058706,17.6835424880386,0.938090526640354,0.983238813242107
Sweep,1,1,1250,0.072164749708168,0.0642089658687639,0.134213244935112,0.185105813211863,0.370211626423726,8.39758405575824,13.8794879223872,0.873649026664955,0.960678569365774
Sweep,1,1,1600,0.0695689425185378,0.0572713118941347,0.134252331433633,0.201037500094816,0.402075000189632,6.81060046274517,13.0137115199639,0.827526668496955,0.952416565187801
Sweep,1,1,2000,0.0548922421442763,0.0573327164790249,0.132857298329425,0.195069481140323,0.390138962280646,8.49774236150486,13.8408312305584,0.876172930424922,0.960340948406218
Sweep,1,1,2500,0.0676959574135789,0.0652627765377341,0.138699939650793,0.19600262415619,0.39200524831238,7.26881879709612,12.7045693039808,0.842069485506883,0.949084729502776
Sweep,1,1,3150,0.059315169033569,0.0691093302792146,0.131502351991944,0.189450245392496,0.378900490784993,8.1478048230255,13.8874751385675,0.867162682253976,0.960747983933014
Sweep,1,1,4000,0.0515335414997165,0.0551975768084309,0.130303356237916,0.197361945542502,0.394723891085004,10.7124511046506,15.9492452141879,0.921769314465621,0.975215727514076
Sweep,1,1,5000,0.0483597382548539,0.0588460402952023,0.124475692489759,0.189518757669111,0.379037515338222,9.70753283628667,14.5444689626775,0.903369919436004,0.966071672507298
Sweep,1,1,6300,0.0511382802765135,0.0534707191722938,0.117929358345947,0.180147844944761,0.360295689889521,10.7599030546208,15.5917239576492,0.922553588892397,0.973146203292795
Sweep,1,1,8000,0.0470889892478878,0.0455464967022053,0.100475572992217,0.162530777296272,0.325061554592543,11.6333615210625,18.2113348850422,0.935756845082361,0.985128344164922
Sweep,1,1,10000,0.0421877927073267,0.044467810535157,0.103925251597689,0.157836676659068,0.315673353318135,12.1229202318401,17.5165790862509,0.942209624923372,0.9825933218403
Sweep,1,1,12500,0.0406110709639904,0.0376969494584634,0.0826608069700245,0.129981355470028,0.259962710940055,13.6134413029513,20.5711673686494,0.958298039795856,0.991308552400653
Sweep,1,1,16000,NaN,0.0298766204210449,0.0675872942999334,NaN,0.2027618828998,15.7375014874217,24.0449299974643,0.974009592704343,0.996075365657969
Sweep,1,1,20000,NaN,0.026566868383818,0.0595132116486447,NaN,0.178539634945934,18.0658392365037,26.3683325482984,0.984629467786491,0.997697679887238
