Method;Speaker;Microphone;Frequency in Hz;EDT in s;RT10 in s;RT20 in s;RT30 in s;RT60 in s;C50 in dB;C80 in dB;D50;D80
MLS;1;5;2000;0.120683247;0.12350961;0.244281379;NaN;0.732844137;3.758421011;6.279116605;0.703789388;0.809354299
MLS;1;5;2500;0.111896617;0.112777322;0.284852973;NaN;0.85455892;3.256688143;5.879890636;0.679152585;0.79476566
MLS;1;5;3150;0.106480963;0.133156295;0.265805293;NaN;0.79741588;3.898919448;7.598589308;0.710488837;0.85190737
MLS;1;5;4000;0.092603146;0.111209807;0.254575784;NaN;0.763727351;3.100112387;7.401971017;0.671246291;0.846104206
MLS;1;5;5000;0.089148441;0.105161673;0.254788763;NaN;0.76436629;4.512495467;7.717432299;0.738664824;0.855326583
MLS;1;5;6300;0.083749359;0.094271712;0.249184905;NaN;0.747554714;5.23975916;9.421947947;0.769678925;0.897475469
MLS;1;5;8000;0.07227758;0.080516128;NaN;NaN;NaN;5.829033505;10.75426014;0.792848963;0.922460703
MLS;1;5;10000;0.07390713;0.095910414;NaN;NaN;NaN;6.029669151;10.41695109;0.800333914;0.916719845
MLS;1;5;12500;0.052863477;0.060759558;NaN;NaN;NaN;9.094551328;13.94406811;0.890328194;0.961236461
MLS;1;5;16000;0.046469791;0.058590427;NaN;NaN;NaN;10.1828063;14.96669426;0.91251026;0.969117875
MLS;1;5;20000;0.047086326;0.072382639;NaN;NaN;NaN;9.985872567;13.8616922;0.908821711;0.960523488
MLS;1;6;50;NaN;NaN;NaN;NaN;NaN;-11.34660896;-8.45941578;0.068328504;0.124787714
MLS;1;6;63;2.924577597;NaN;NaN;NaN;NaN;-7.627996514;-5.243290116;0.147240393;0.230176978
MLS;1;6;80;NaN;NaN;NaN;NaN;NaN;-1.622113723;-0.74258683;0.407694244;0.457357109
MLS;1;6;100;NaN;NaN;NaN;NaN;NaN;-11.96792098;-11.89964592;0.059764663;0.060654203
MLS;1;6;125;NaN;NaN;NaN;NaN;NaN;-7.241865859;-5.759759373;0.158757613;0.209783053
MLS;1;6;160;NaN;NaN;NaN;NaN;NaN;-0.715766354;1.373461961;0.458890189;0.578410395
MLS;1;6;200;NaN;NaN;NaN;NaN;NaN;-2.349543086;-0.017998767;0.367954455;0.498963909
MLS;1;6;250;NaN;2.668671441;NaN;NaN;NaN;-3.082508716;-1.183245283;0.32964881;0.43230516
MLS;1;6;315;0.046887383;NaN;NaN;NaN;NaN;9.25342971;10.72873638;0.893849634;0.922039289
MLS;1;6;400;NaN;NaN;NaN;NaN;NaN;6.46262376;8.790869889;0.815789032;0.883311776
MLS;1;6;500;0.108840791;0.080118451;0.260663618;NaN;0.781990854;1.545523957;5.43055804;0.588040321;0.777374668
MLS;1;6;630;NaN;0.113901074;NaN;NaN;NaN;4.400941143;7.104461682;0.733676048;0.836971196
MLS;1;6;800;0.131241564;0.12251825;0.241306251;NaN;0.723918753;2.320720368;5.397416934;0.630500745;0.776051223
