Method;Speaker;Microphone;Frequency in Hz;EDT in s;RT10 in s;RT20 in s;RT30 in s;RT60 in s;C50 in dB;C80 in dB;D50;D80
Sweep;1;6;4000;0.107727011;0.132425065;0.260383625;NaN;0.781150874;3.059948999;7.09619191;0.669202278;0.836711202
Sweep;1;6;5000;0.11314976;0.117846938;0.247672199;NaN;0.743016596;2.8487939;6.490790517;0.658352059;0.81676168
Sweep;1;6;6300;0.112559636;0.100459239;0.218769821;NaN;0.656309462;3.243780554;6.575208993;0.678504611;0.819652928
Sweep;1;6;8000;0.084900139;0.087359075;0.224241037;NaN;0.67272311;5.118234896;9.157210956;0.764681076;0.891729078
Sweep;1;6;10000;0.074798227;0.108238674;NaN;NaN;NaN;6.370407154;10.0400976;0.812576676;0.909851075
Sweep;1;6;12500;NaN;NaN;NaN;NaN;NaN;0.528505663;1.831346578;0.530385742;0.603885939
Sweep;1;6;16000;NaN;NaN;NaN;NaN;NaN;-5.858796499;-5.282056664;0.206027733;0.228599083
Sweep;1;6;20000;NaN;NaN;NaN;NaN;NaN;-12.62633658;-11.71783277;0.051792823;0.063083749
Sweep;1;7;50;NaN;NaN;NaN;NaN;NaN;-8.678288452;-8.268057523;0.119386808;0.129680054
Sweep;1;7;63;NaN;2.00197266;NaN;NaN;NaN;-10.63720312;-9.268510093;0.079489276;0.105821348
Sweep;1;7;80;NaN;NaN;NaN;NaN;NaN;-4.899912325;-3.093134436;0.244484847;0.329108371
Sweep;1;7;100;NaN;5.76638202;NaN;NaN;NaN;1.491294937;4.650265993;0.585012144;0.74474205
Sweep;1;7;125;NaN;5.729696867;NaN;NaN;NaN;1.230845805;5.323350714;0.570382698;0.773073298
Sweep;1;7;160;0.124596664;0.100726304;NaN;NaN;NaN;1.77583413;3.870890218;0.600824311;0.70915949
Sweep;1;7;200;NaN;NaN;NaN;NaN;NaN;2.922570338;4.772879879;0.662162658;0.750071978
Sweep;1;7;250;0.097038495;NaN;NaN;NaN;NaN;4.23707168;7.318464657;0.726238624;0.84358379
Sweep;1;7;315;0.062515458;0.080225087;NaN;NaN;NaN;7.289702295;11.85085169;0.842707923;0.938702494
Sweep;1;7;400;NaN;NaN;NaN;NaN;NaN;6.307781327;10.16170649;0.810370645;0.912121609
Sweep;1;7;500;0.109222841;0.110863468;0.212103647;NaN;0.63631094;2.517934777;5.939701841;0.641015841;0.797002943
Sweep;1;7;630;0.076151696;0.121246884;0.24334862;NaN;0.730045859;5.355858766;8.409486117;0.774383759;0.873951237
Sweep;1;7;800;0.101735325;0.077149322;0.222458369;NaN;0.667375108;3.045992234;7.051393996;0.668490481;0.835296996
Sweep;1;7;1000;0.118632272;0.129641514;NaN;NaN;NaN;2.058366898;6.458475854;0.616319777;0.81564546
Sweep;1;7;1250;0.128587654;0.111387924;0.226719155;NaN;0.680157464;2.076620469;4.040888325;0.617313181;0.717166353
Sweep;1;7;1600;0.112581587;0.133382954;0.254969582;NaN;0.764908746;2.534677864;6.652454151;0.641902504;0.82226721
Sweep;1;7;2000;0.126480157;0.12026812;0.237353824;NaN;0.712061473;2.895102434;5.37033623;0.66074635;0.774965644
Sweep;1;7;2500;0.109838791;0.127134582;0.229454493;0.376343147;0.752686295;2.719993997;6.381988974;0.651650426;0.812982482
Sweep;1;7;3150;0.114414564;0.113753802;0.23557621;0.382911334;0.765822668;2.785623837;6.629964142;0.655072935;0.821509139
Sweep;1;7;4000;0.102188426;0.123469664;0.239781159;NaN;0.719343476;2.622651576;7.083991924;0.646545279;0.836327037
Sweep;1;7;5000;0.104488531;0.111317178;0.233225733;NaN;0.6996772;2.380928366;6.411407789;0.633724612;0.814010221
Sweep;1;7;6300;0.104044712;0.100904915;0.215873583;NaN;0.647620749;3.75567946;7.494920439;0.703657771;0.848870455
Sweep;1;7;8000;0.08756905;0.08717998;0.176569169;NaN;0.529707508;4.703485756;8.41766567;0.747064615;0.874158568
Sweep;1;7;10000;0.072272257;0.072295474;NaN;NaN;NaN;5.92489029;10.88302384;0.796450604;0.924555015
Sweep;1;7;12500;0.069052602;NaN;NaN;NaN;NaN;7.155636072;10.9078462;0.83857266;0.924952727
Sweep;1;7;16000;NaN;NaN;NaN;NaN;NaN;4.004519198;5.59595674;0.715464635;0.783896012
Sweep;1;7;20000;NaN;NaN;NaN;NaN;NaN;-3.029629279;-2.383679348;0.332345015;0.366128369
Sweep;1;8;50;NaN;NaN;NaN;NaN;NaN;-11.05079708;-10.65153508;0.072794146;0.079248143
Sweep;1;8;63;NaN;NaN;NaN;NaN;NaN;-1.395323831;-0.536527284;0.42036257;0.469154228
Sweep;1;8;80;NaN;5.32498651;NaN;NaN;NaN;-6.194448162;-1.191188267;0.193672031;0.431856362
Sweep;1;8;100;5.250706667;NaN;NaN;NaN;NaN;-4.682989642;-3.033411339;0.253828199;0.332151808
Sweep;1;8;125;NaN;NaN;NaN;NaN;NaN;3.217099288;4.417277575;0.677163006;0.734410402
Sweep;1;8;160;NaN;NaN;NaN;NaN;NaN;2.05932876;6.839872084;0.616372148;0.828486527
Sweep;1;8;200;NaN;NaN;0.35032961;NaN;1.050988829;9.901240045;12.04852908;0.907193979;0.941269833
Sweep;1;8;250;0.088993281;0.131303648;0.21070794;NaN;0.63212382;5.492364855;7.39665588;0.779827901;0.845944777
Sweep;1;8;315;0.100995679;NaN;NaN;NaN;NaN;1.437452279;5.584720085;0.581999174;0.783457388
Sweep;1;8;400;NaN;NaN;NaN;NaN;NaN;1.852162877;8.24232247;0.605031919;0.869649682
Sweep;1;8;500;0.088927186;0.083886125;0.19946922;NaN;0.598407659;5.091737746;8.316516162;0.763581431;0.871574079
Sweep;1;8;630;0.072861182;NaN;0.252020812;NaN;0.756062437;5.356909449;9.32952892;0.774426024;0.895500774
Sweep;1;8;800;0.102925682;0.132942826;0.239398799;NaN;0.718196397;3.476039511;7.027246353;0.690057403;0.83453062
Sweep;1;8;1000;0.106455765;NaN;0.234378233;0.357341301;0.714682602;4.997364889;7.285884624;0.759636157;0.842591368
Sweep;1;8;1250;0.110823359;0.127828985;0.246842744;0.360491416;0.720982832;3.563683477;6.677040392;0.694356992;0.82309305
Sweep;1;8;1600;0.134775044;0.125337191;0.216233038;0.423764519;0.847529038;3.559281619;6.6385789;0.694141845;0.821799815
Sweep;1;8;2000;0.108807654;0.107774644;0.221053491;NaN;0.663160472;2.630244056;6.034812533;0.64694469;0.800523098
Sweep;1;8;2500;0.112834737;0.12042441;0.238517818;NaN;0.715553454;2.969676513;6.809983348;0.664584793;0.827506387
Sweep;1;8;3150;0.115074762;0.117080923;0.23988258;0.412508892;0.825017783;1.765301195;5.743824587;0.600242499;0.789608054
Sweep;1;8;4000;0.109639751;0.121353409;0.242348426;0.414391335;0.82878267;2.219388408;6.556212266;0.625048618;0.819005427
Sweep;1;8;5000;0.102201401;0.110666911;0.236681225;NaN;0.710043674;3.412876501;6.978617467;0.68693823;0.832978607
Sweep;1;8;6300;0.106696802;0.096587159;0.204316043;NaN;0.612948129;3.178941371;6.430796411;0.675239247;0.814685172
Sweep;1;8;8000;0.083143321;0.085059281;0.18410258;NaN;0.552307741;4.587528825;9.254047104;0.741986195;0.893863122
Sweep;1;8;10000;0.064282825;0.074711031;NaN;NaN;NaN;7.216627005;11.66149369;0.840464705;0.936145159
Sweep;1;8;12500;0.062128259;0.075590859;NaN;NaN;NaN;7.690307428;12.17783598;0.854552;0.942894306
Sweep;1;8;16000;NaN;NaN;NaN;NaN;NaN;-1.704166807;-1.014506318;0.403139946;0.441864445
Sweep;1;8;20000;NaN;NaN;NaN;NaN;NaN;-2.223627041;-1.748666546;0.374722676;0.400676932
Sweep;2;1;50;NaN;NaN;NaN;NaN;NaN;-22.47851523;-20.51768737;0.005619544;0.00879819
Sweep;2;1;63;NaN;NaN;NaN;NaN;NaN;-7.634705228;-7.334031839;0.147046541;0.15594382
Sweep;2;1;80;NaN;NaN;NaN;NaN;NaN;1.640801777;2.111934899;0.593344448;0.619232294
Sweep;2;1;100;NaN;NaN;NaN;NaN;NaN;7.21303507;7.381970661;0.840353777;0.845503591
Sweep;2;1;125;NaN;NaN;NaN;NaN;NaN;2.799278287;12.31635856;0.655782995;0.944587669
Sweep;2;1;160;0.100136357;0.119156421;0.234618597;NaN;0.70385579;3.167008677;7.917800141;0.674636432;0.860942578
Sweep;2;1;200;NaN;0.078735888;0.153648289;NaN;0.460944868;0.666383088;8.074364619;0.538285009;0.865202643
