Method,Speaker,Microphone,Frequency in Hz,EDT in s,RT10 in s,RT20 in s,RT30 in s,RT60 in s,C50 in dB,C80 in dB,D50,D80
MLS,1,2,12500,NaN,NaN,NaN,NaN,NaN,-8.728197486845,-7.84811022062725,0.118183889869442,0.14098968962263
MLS,1,2,16000,NaN,NaN,NaN,NaN,NaN,-5.87313617786238,-5.01519915058752,0.205488142104513,0.239614842412593
MLS,1,2,20000,NaN,NaN,NaN,NaN,NaN,-3.96530000946079,-2.9087621989774,0.286377330660092,0.338548959857775
MLS,1,3,50,NaN,NaN,NaN,NaN,NaN,-6.20577207267548,-3.16514329960013,0.19326517259858,0.325457855788741
MLS,1,3,63,NaN,NaN,NaN,NaN,NaN,-3.90931575040231,-3.14263263935292,0.289019012238061,0.326596793256236
MLS,1,3,80,NaN,NaN,NaN,NaN,NaN,-3.2536457655228,-1.04021104826634,0.321000082970694,0.440405272169796
MLS,1,3,100,NaN,NaN,NaN,NaN,NaN,-1.80648134221737,0.849252003471507,0.397484440274741,0.548731687090395
MLS,1,3,125,NaN,NaN,NaN,NaN,NaN,-6.03794251347364,-0.678936644390439,0.199361840350428,0.460996667467557
MLS,1,3,160,NaN,NaN,NaN,NaN,NaN,-14.533389518948,-11.9315431490066,0.0340120460811011,0.0602370903035586
MLS,1,3,200,NaN,NaN,NaN,NaN,NaN,-8.56638108250957,-2.31116233494597,0.122122530531655,0.370012125886591
MLS,1,3,250,NaN,NaN,NaN,NaN,NaN,-8.55374088402816,-7.24536871962453,0.12243490597151,0.15864992336744
MLS,1,3,315,NaN,NaN,NaN,NaN,NaN,-8.91566607010166,-6.4782199215922,0.113758875828058,0.183671912249409
MLS,1,3,400,NaN,NaN,NaN,NaN,NaN,-5.09751458250688,-2.02097246121385,0.236178525104299,0.385718347666737
MLS,1,3,500,NaN,NaN,NaN,NaN,NaN,-1.26740473907396,-0.875087344211807,0.427555734248959,0.44979566949559
MLS,1,3,630,NaN,NaN,NaN,NaN,NaN,-0.931523205728401,0.0500328405065944,0.446581855227989,0.502880089963651
MLS,1,3,800,NaN,NaN,NaN,NaN,NaN,-1.43779371843509,-0.438680125489145,0.417981700142821,0.474768991050425
MLS,1,3,1000,NaN,NaN,NaN,NaN,NaN,-1.14223973024708,-0.316854851580797,0.434623825410087,0.48176845496353
MLS,1,3,1250,NaN,NaN,NaN,NaN,NaN,-2.97481026799296,-0.301929363273368,0.335151756024528,0.482626545727211
MLS,1,3,1600,NaN,NaN,NaN,NaN,NaN,-2.46264807074057,-0.4433375488704,0.361918799307986,0.474501578171645
MLS,1,3,2000,NaN,NaN,NaN,NaN,NaN,0.0378371717984654,2.22652205450697,0.502178068916482,0.62543349933772
MLS,1,3,2500,NaN,NaN,NaN,NaN,NaN,-2.46327939325988,1.08816272688644,0.361885229771594,0.562314017953152
MLS,1,3,3150,NaN,NaN,NaN,NaN,NaN,-0.931324491370978,1.55399902694762,0.446593163609829,0.588512978389739
MLS,1,3,4000,NaN,NaN,NaN,NaN,NaN,0.208762205044322,2.3731635317123,0.51201500507757,0.63330950486341
MLS,1,3,5000,NaN,NaN,NaN,NaN,NaN,-2.14227458042351,-0.085795694632978,0.379121906053632,0.495061363427103
MLS,1,3,6300,NaN,NaN,NaN,NaN,NaN,-1.41624911764578,0.112593082321092,0.419189024321378,0.506481015818874
MLS,1,3,8000,NaN,NaN,NaN,NaN,NaN,0.412954434873135,2.07116886908781,0.52375367363808,0.617016593995155
MLS,1,3,10000,NaN,NaN,NaN,NaN,NaN,-2.65071851570873,-1.5818346897456,0.35197924964605,0.409935772146228
MLS,1,3,12500,NaN,NaN,NaN,NaN,NaN,-10.6222150022068,-9.05731302970713,0.0797421651484691,0.110511853285213
MLS,1,3,16000,NaN,NaN,NaN,NaN,NaN,-9.3297349088558,-7.68657460299184,0.104494787519143,0.145554863641785
MLS,1,3,20000,NaN,NaN,NaN,NaN,NaN,-7.47074983679308,-6.28541388158587,0.151844924996458,0.190422066543248
MLS,1,4,50,NaN,NaN,NaN,NaN,NaN,-11.2491155524963,-8.50317527940023,0.0697715038881514,0.123691410179734
MLS,1,4,63,NaN,NaN,NaN,NaN,NaN,3.50656406702201,4.59807122240904,0.691558642220405,0.742450644976616
MLS,1,4,80,NaN,NaN,NaN,NaN,NaN,0.165851512126191,1.2629225453342,0.509546020372445,0.572191647518787
MLS,1,4,100,NaN,NaN,NaN,NaN,NaN,-4.11534883466288,-3.13216794870896,0.27936892763499,0.327126957541785
MLS,1,4,125,NaN,NaN,NaN,NaN,NaN,-5.60826887947858,-3.97375130157816,0.215624120959817,0.285979804752261
MLS,1,4,160,NaN,NaN,NaN,NaN,NaN,-7.15026860493205,-6.40625581561036,0.161594713078096,0.186169446972164
MLS,1,4,200,NaN,NaN,NaN,NaN,NaN,-4.0046813938275,-3.45496203952496,0.284527761779218,0.310981561576372
MLS,1,4,250,NaN,NaN,NaN,NaN,NaN,-1.59632585039435,4.46301298403714,0.409128903076911,0.736459408483123
MLS,1,4,315,NaN,NaN,NaN,NaN,NaN,5.81687630081873,6.54969419799914,0.792388830450052,0.818782842587879
MLS,1,4,400,NaN,NaN,NaN,NaN,NaN,-4.61408249692068,-4.20943801962554,0.256845016998354,0.275028239138919
MLS,1,4,500,NaN,NaN,NaN,NaN,NaN,-0.763822387580793,1.67781472487872,0.456143839360914,0.595399179397861
MLS,1,4,630,NaN,NaN,NaN,NaN,NaN,-5.54096331934819,-2.59905917566114,0.218256798755637,0.354697132450228
MLS,1,4,800,NaN,NaN,NaN,NaN,NaN,-2.85767350956598,-1.36864621361951,0.341188208074575,0.421860027201664
MLS,1,4,1000,NaN,NaN,NaN,NaN,NaN,-0.650951672267804,1.81896273467974,0.462598206268383,0.603203639660549
MLS,1,4,1250,NaN,NaN,NaN,NaN,NaN,1.90915246278469,4.9278373868713,0.608163381031724,0.75670089601265
MLS,1,4,1600,NaN,NaN,NaN,NaN,NaN,0.922080911570591,3.40087992204396,0.552880744411812,0.686343876292768
MLS,1,4,2000,NaN,NaN,NaN,NaN,NaN,1.05985922600346,2.39086482725812,0.560709397727508,0.634255523928914
MLS,1,4,2500,NaN,NaN,NaN,NaN,NaN,0.346595237187572,1.88397756932868,0.519941042946653,0.606781152715253
MLS,1,4,3150,NaN,NaN,NaN,NaN,NaN,-0.271147374391196,0.757103955629765,0.484396570631855,0.543472366042204
